web-scraper-order,web-scraper-start-url,single,single-href,Title,Ratings,Price,Offers,Box,picture1-src,picture2-src,About
1700214774-42,https://www.flipkart.com/search?q=desktop+computers&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&page=11,TECH- Assemblers Core i5 Core i5 (4 GB DDR3/1 TB/Window...,https://www.flipkart.com/tech-assemblers-core-i5-4-gb-ddr3-1-tb-windows-10-home-18-5-inch-screen-core-tb-1-ssd-windows-screen/p/itm31dbecea10be1?pid=AIOG4TGGANNJAGCZ&lid=LSTAIOG4TGGANNJAGCZFQHQVZ&marketplace=FLIPKART&q=desktop+computers&store=6bo%2Fnl4%2Figk&srno=s_11_439&otracker=search&otracker1=search&fm=organic&iid=321abb25-d4c0-4675-96df-c0522a65d67e.AIOG4TGGANNJAGCZ.SEARCH&ppt=pp&ppn=pp&ssid=p4rstq3c6o0000001700214763899&qH=dd8c3f9e0ee58493,TECH- Assemblers Core i5 Core i5 (4 GB DDR3/1 TB/Windows 10 Home/18.5 Inch Screen/Core i5 (4 GB DDR3/1 TB/1 GB SSD/Windows 10 Home/18.5 Inch Screen))  (Multicolor),,"21,999",45% off,"1CPU, 1 LED MONITOR, 1 KEYBOARD 1MOUSE",https://rukminim2.flixcart.com/image/416/416/k48rwcw0/allinone-desktop/j/k/w/assembled-adonis-c2d-4-1tb-original-imafn2tsfn38wct2.jpeg?q=70,https://rukminim2.flixcart.com/image/416/416/k48rwcw0/allinone-desktop/j/k/w/assembled-adonis-c2d-4-1tb-original-imafn2tsfn38wct2.jpeg?q=70,"<div class=""_3a9CI2"">Highlights</div><div class=""_2418kt""><ul><li class=""_21Ahn-"">Windows 10 Home</li><li class=""_21Ahn-"">Intel Core i5</li><li class=""_21Ahn-"">HDD Capacity 1 TB</li><li class=""_21Ahn-"">RAM 4 GB DDR3</li><li class=""_21Ahn-"">18.5 inch Display</li></ul></div>"
1700214777-43,https://www.flipkart.com/search?q=desktop+computers&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&page=11,ZOONIS Economical Core i5 (4 GB DDR3/500 GB/120 GB SSD/...,https://www.flipkart.com/zoonis-economical-core-i5-4-gb-ddr3-500-gb-120-ssd-windows-10-pro-18-5-inch-screen-m10-i5-4gb-500gb-120gb-ssd-ms-office/p/itm8501800600f50?pid=AIOGEG8R2MHMXTHU&lid=LSTAIOGEG8R2MHMXTHUJGFUSO&marketplace=FLIPKART&q=desktop+computers&store=6bo%2Fnl4%2Figk&srno=s_11_438&otracker=search&otracker1=search&fm=organic&iid=321abb25-d4c0-4675-96df-c0522a65d67e.AIOGEG8R2MHMXTHU.SEARCH&ppt=pp&ppn=pp&ssid=p4rstq3c6o0000001700214763899&qH=dd8c3f9e0ee58493,ZOONIS Economical Core i5 (4 GB DDR3/500 GB/120 GB SSD/Windows 10 Pro/18.5 Inch Screen/M10 with i5/4gb/500gb/120gb ssd) with MS Office  (Gary/Black),,"13,999",61% off,"1 Cpu,1 Led Monitor, 1 Keyboard, 1 Mouse, 1 Usb Wifi",https://rukminim2.flixcart.com/image/416/416/l3ahpjk0/allinone-desktop/b/n/j/m10-with-i5-4gb-500gb-120gb-ssd-zoonis-original-imageg8rxtgvjn57.jpeg?q=70,https://rukminim2.flixcart.com/image/416/416/l3ahpjk0/allinone-desktop/b/n/j/m10-with-i5-4gb-500gb-120gb-ssd-zoonis-original-imageg8rxtgvjn57.jpeg?q=70,"<div class=""_3a9CI2"">Highlights</div><div class=""_2418kt""><ul><li class=""_21Ahn-"">Windows 10 Pro</li><li class=""_21Ahn-"">Intel Core i5</li><li class=""_21Ahn-"">HDD Capacity 500 GB</li><li class=""_21Ahn-"">RAM 4 GB DDR3</li><li class=""_21Ahn-"">18.5 inch Display</li></ul></div>"
1700214781-44,https://www.flipkart.com/search?q=desktop+computers&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&page=11,Assembled 18INC Pentium Dual Core (4 GB DDR2/500 GB/Fre...,https://www.flipkart.com/assembled-18inc-pentium-dual-core-4-gb-ddr2-500-gb-free-dos-512-mb-18-inch-screen-18incc/p/itmf7w4yyswczwyy?pid=AIOF7W4YQKK2G7ZK&lid=LSTAIOF7W4YQKK2G7ZKVQNCUX&marketplace=FLIPKART&q=desktop+computers&store=6bo%2Fnl4%2Figk&srno=s_11_437&otracker=search&otracker1=search&fm=organic&iid=321abb25-d4c0-4675-96df-c0522a65d67e.AIOF7W4YQKK2G7ZK.SEARCH&ppt=pp&ppn=pp&ssid=p4rstq3c6o0000001700214763899&qH=dd8c3f9e0ee58493,Assembled 18INC Pentium Dual Core (4 GB DDR2/500 GB/Free DOS/512 MB/18 Inch Screen/18INCC)  (Black),3.1,"13,999",42% off,CPU LED KEYBOARD MOUSE,https://rukminim2.flixcart.com/image/416/416/jkk1hu80/allinone-desktop/7/z/k/assembled-18incc-original-imaf77ghnbcdbqsm.jpeg?q=70,https://rukminim2.flixcart.com/image/416/416/jkk1hu80/allinone-desktop/7/z/k/assembled-18incc-original-imaf77ghnbcdbqsm.jpeg?q=70,"<div class=""_3a9CI2"">Highlights</div><div class=""_2418kt""><ul><li class=""_21Ahn-"">Free DOS</li><li class=""_21Ahn-"">Intel Pentium Dual Core</li><li class=""_21Ahn-"">HDD Capacity 500 GB</li><li class=""_21Ahn-"">RAM 4 GB DDR2</li><li class=""_21Ahn-"">18 inch Display</li></ul></div>"
1700214785-45,https://www.flipkart.com/search?q=desktop+computers&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&page=11,iball Allinone Core i5 (4th Gen) (4 GB DDR3/1 TB/Window...,https://www.flipkart.com/iball-allinone-core-i5-4th-gen-4-gb-ddr3-1-tb-windows-10-home-1-gb-15-4-inch-screen-2-gb-gddr4-windows-10-core-i5-4-assembled-model-no-2/p/itm73b54e34056ec?pid=AIOFXR26ZDHTQTS8&lid=LSTAIOFXR26ZDHTQTS8Y6ANJ7&marketplace=FLIPKART&q=desktop+computers&store=6bo%2Fnl4%2Figk&srno=s_11_436&otracker=search&otracker1=search&fm=organic&iid=321abb25-d4c0-4675-96df-c0522a65d67e.AIOFXR26ZDHTQTS8.SEARCH&ppt=pp&ppn=pp&ssid=p4rstq3c6o0000001700214763899&qH=dd8c3f9e0ee58493,iball Allinone Core i5 (4th Gen) (4 GB DDR3/1 TB/Windows 10 Home/1 GB/15.4 Inch Screen/2 GB|GDDR4|Windows 10|Core i5|4 GB (Assembled Model no.2))  (Black),,"27,799",38% off,"1 CPU, 1 Monitor, 1 Keyboard, 1 Mouse",https://rukminim2.flixcart.com/image/416/416/khtghow0-0/allinone-desktop/h/0/v/2-gb-gddr4-windows-10-core-i5-4-gb-assembled-model-no-2-iball-original-imafxr26cxprxfcm.jpeg?q=70,https://rukminim2.flixcart.com/image/416/416/khtghow0-0/allinone-desktop/h/0/v/2-gb-gddr4-windows-10-core-i5-4-gb-assembled-model-no-2-iball-original-imafxr26cxprxfcm.jpeg?q=70,"<div class=""_3a9CI2"">Highlights</div><div class=""_2418kt""><ul><li class=""_21Ahn-"">Windows 10 Home</li><li class=""_21Ahn-"">Intel Core i5 (4th Gen)</li><li class=""_21Ahn-"">HDD Capacity 1 TB</li><li class=""_21Ahn-"">RAM 4 GB DDR3</li><li class=""_21Ahn-"">15.4 inch Display</li></ul></div>"
1700214788-46,https://www.flipkart.com/search?q=desktop+computers&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&page=11,BSB AIO2182 Core i5 (16 GB DDR4/500 GB/500 GB SSD/Windo...,https://www.flipkart.com/bsb-aio2182-core-i5-16-gb-ddr4-500-gb-500-ssd-windows-11-home-2-gb-24-inch-screen-aio2182/p/itmc5eb54f2c7bf1?pid=AIOGVFQQWJNBRBFP&lid=LSTAIOGVFQQWJNBRBFP01VPOS&marketplace=FLIPKART&q=desktop+computers&store=6bo%2Fnl4%2Figk&srno=s_11_435&otracker=search&otracker1=search&fm=organic&iid=321abb25-d4c0-4675-96df-c0522a65d67e.AIOGVFQQWJNBRBFP.SEARCH&ppt=pp&ppn=pp&ssid=p4rstq3c6o0000001700214763899&qH=dd8c3f9e0ee58493,BSB AIO2182 Core i5 (16 GB DDR4/500 GB/500 GB SSD/Windows 11 Home/2 GB/24 Inch Screen/AIO2182)  (White),,"50,000",7% off,"AIO-2182, Power Adapter, Keyboard and Mouse, User Manual",https://rukminim2.flixcart.com/image/416/416/xif0q/allinone-desktop/k/x/7/aio2182-bsb-original-imagvfqqze2sxses.jpeg?q=70,https://rukminim2.flixcart.com/image/416/416/xif0q/allinone-desktop/k/x/7/aio2182-bsb-original-imagvfqqze2sxses.jpeg?q=70,"<div class=""_3a9CI2"">Highlights</div><div class=""_2418kt""><ul><li class=""_21Ahn-"">Windows 11 Home</li><li class=""_21Ahn-"">Intel Core i5</li><li class=""_21Ahn-"">HDD Capacity 500 GB</li><li class=""_21Ahn-"">RAM 16 GB DDR4</li><li class=""_21Ahn-"">24 inch Display</li></ul></div>"
1700214793-47,https://www.flipkart.com/search?q=desktop+computers&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&page=11,Assembled All-in-one Series Core i5 (4 GB DDR3/1 TB/Win...,https://www.flipkart.com/assembled-all-in-one-series-core-i5-4-gb-ddr3-1-tb-windows-10-home-2-gb-15-6-inch-screen-all-in-one-tb-120-ssd-windows-desktop31-black/p/itm10dab3a5f0a11?pid=AIOG53BJRS39ZDTP&lid=LSTAIOG53BJRS39ZDTPFAGZET&marketplace=FLIPKART&q=desktop+computers&store=6bo%2Fnl4%2Figk&srno=s_11_434&otracker=search&otracker1=search&fm=organic&iid=321abb25-d4c0-4675-96df-c0522a65d67e.AIOG53BJRS39ZDTP.SEARCH&ppt=pp&ppn=pp&ssid=p4rstq3c6o0000001700214763899&qH=dd8c3f9e0ee58493,Assembled All-in-one Series Core i5 (4 GB DDR3/1 TB/Windows 10 Home/2 GB/15.6 Inch Screen/All-in-one Series Core i5 (4 GB DDR3/1 TB/120 GB SSD/Windows 10 Home/2 GB/15.6 Inch Screen/All-in-one Desktop31) (Black))  (Black),,"17,055",51% off,"Cpu,LED,keyboard,mouse",https://rukminim2.flixcart.com/image/416/416/kr9jafk0/allinone-desktop/w/p/r/all-in-one-series-core-i5-4-gb-ddr3-1-tb-120-gb-ssd-windows-10-original-imag53bjtnpyggsf.jpeg?q=70,https://rukminim2.flixcart.com/image/416/416/kr9jafk0/allinone-desktop/w/p/r/all-in-one-series-core-i5-4-gb-ddr3-1-tb-120-gb-ssd-windows-10-original-imag53bjtnpyggsf.jpeg?q=70,"<div class=""_3a9CI2"">Highlights</div><div class=""_2418kt""><ul><li class=""_21Ahn-"">Windows 10 Home</li><li class=""_21Ahn-"">Intel Core i5</li><li class=""_21Ahn-"">HDD Capacity 1 TB</li><li class=""_21Ahn-"">RAM 4 GB DDR3</li><li class=""_21Ahn-"">15.6 inch Display</li></ul></div>"
1700214799-48,https://www.flipkart.com/search?q=desktop+computers&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&page=11,Assembled DDR2 Core 2 Duo (4 GB DDR2/500 GB/Free DOS/18...,https://www.flipkart.com/assembled-ddr2-core-2-duo-4-gb-ddr2-500-gb-free-dos-18-5-inch-screen-core-duo/p/itmf437ad639faa6?pid=AIOFZCHX7TTC9AUP&lid=LSTAIOFZCHX7TTC9AUPWU8JZ0&marketplace=FLIPKART&q=desktop+computers&store=6bo%2Fnl4%2Figk&srno=s_11_433&otracker=search&otracker1=search&fm=organic&iid=321abb25-d4c0-4675-96df-c0522a65d67e.AIOFZCHX7TTC9AUP.SEARCH&ppt=pp&ppn=pp&ssid=p4rstq3c6o0000001700214763899&qH=dd8c3f9e0ee58493,Assembled DDR2 Core 2 Duo (4 GB DDR2/500 GB/Free DOS/18.5 Inch Screen/Core 2 Duo)  (Black),,"12,999",30% off,"CPU, 15"" LED Display, Wired Keyboard, Mouse, CPU Power Code, Monitor Power Cable, VGA Cable",https://rukminim2.flixcart.com/image/416/416/kjuby4w0/allinone-desktop/t/8/p/core-2-duo-assembled-original-imafzbn4ncbvrx3p.jpeg?q=70,https://rukminim2.flixcart.com/image/416/416/kjuby4w0/allinone-desktop/t/8/p/core-2-duo-assembled-original-imafzbn4ncbvrx3p.jpeg?q=70,"<div class=""_3a9CI2"">Highlights</div><div class=""_2418kt""><ul><li class=""_21Ahn-"">Free DOS</li><li class=""_21Ahn-"">Intel Core 2 Duo</li><li class=""_21Ahn-"">HDD Capacity 500 GB</li><li class=""_21Ahn-"">RAM 4 GB DDR2</li><li class=""_21Ahn-"">18.5 inch Display</li></ul></div>"
1700214803-49,https://www.flipkart.com/search?q=desktop+computers&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&page=11,Assembled Pro Core 2 Duo (4 GB DDR2/500 GB/Windows 10 P...,https://www.flipkart.com/assembled-pro-core-2-duo-4-gb-ddr2-500-gb-windows-10-pro-18-5-inch-screen-zeb-adonis/p/itm986e846f02998?pid=AIOFN2GQGR7XCEPX&lid=LSTAIOFN2GQGR7XCEPXQNOUUO&marketplace=FLIPKART&q=desktop+computers&store=6bo%2Fnl4%2Figk&srno=s_11_432&otracker=search&otracker1=search&fm=organic&iid=321abb25-d4c0-4675-96df-c0522a65d67e.AIOFN2GQGR7XCEPX.SEARCH&ppt=pp&ppn=pp&ssid=p4rstq3c6o0000001700214763899&qH=dd8c3f9e0ee58493,Assembled Pro Core 2 Duo (4 GB DDR2/500 GB/Windows 10 Pro/18.5 Inch Screen/ZEB-ADONIS)  (Multicolor),3,"17,770",11% off,"1 LED,1 CPU, 1 KEYBOARD,1 MOUSE & 1 POWER CABLE",https://rukminim2.flixcart.com/image/416/416/k48rwcw0/allinone-desktop/j/k/w/assembled-adonis-c2d-4-1tb-original-imafn2tsfn38wct2.jpeg?q=70,https://rukminim2.flixcart.com/image/416/416/k48rwcw0/allinone-desktop/j/k/w/assembled-adonis-c2d-4-1tb-original-imafn2tsfn38wct2.jpeg?q=70,"<div class=""_3a9CI2"">Highlights</div><div class=""_2418kt""><ul><li class=""_21Ahn-"">Windows 10 Pro</li><li class=""_21Ahn-"">Intel Core 2 Duo</li><li class=""_21Ahn-"">HDD Capacity 500 GB</li><li class=""_21Ahn-"">RAM 4 GB DDR2</li><li class=""_21Ahn-"">18.5 inch Display</li></ul></div>"
1700214806-50,https://www.flipkart.com/search?q=desktop+computers&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&page=11,HNT Techno Solutions Intel Core i3 (6th Gen) (8 GB DDR4...,https://www.flipkart.com/hnt-techno-solutions-intel-core-i3-6th-gen-8-gb-ddr4-1-tb-128-ssd-windows-10-pro-20-inch-screen-i3-6th-aio-hnt/p/itm270f5c4344e59?pid=AIOGU3S29YEZQJ8G&lid=LSTAIOGU3S29YEZQJ8GHNS8RI&marketplace=FLIPKART&q=desktop+computers&store=6bo%2Fnl4%2Figk&srno=s_11_431&otracker=search&otracker1=search&fm=organic&iid=321abb25-d4c0-4675-96df-c0522a65d67e.AIOGU3S29YEZQJ8G.SEARCH&ppt=pp&ppn=pp&ssid=p4rstq3c6o0000001700214763899&qH=dd8c3f9e0ee58493,"HNT Techno Solutions Intel Core i3 (6th Gen) (8 GB DDR4/1 TB/128 GB SSD/Windows 10 Pro/20 Inch Screen/i3 6th AIO by HnT_)  (Black, 55.88 cm x 39.37 cm x 39.37 cm, 9.9 kg)",,"19,899",23% off,"1 LED Monitor, 1 CPU with Cabinet, 1 Keyboard (Wired), 1 Mouse (Wired), 1 Set of USB Speakers, 1 USB WiFi, 1 HDMI Cable, 1 Power Cable and 1 Mousepad are fully Included",https://rukminim2.flixcart.com/image/416/416/xif0q/allinone-desktop/3/i/d/i3-6th-aio-by-hnt-hnt-techno-solutions-original-imagu3s2hfpjn82h.jpeg?q=70,https://rukminim2.flixcart.com/image/416/416/xif0q/allinone-desktop/3/i/d/i3-6th-aio-by-hnt-hnt-techno-solutions-original-imagu3s2hfpjn82h.jpeg?q=70,"<div class=""_3a9CI2"">Highlights</div><div class=""_2418kt""><ul><li class=""_21Ahn-"">Windows 10 Pro</li><li class=""_21Ahn-"">Intel Core i3 (6th Gen)</li><li class=""_21Ahn-"">HDD Capacity 1 TB</li><li class=""_21Ahn-"">RAM 8 GB DDR4</li><li class=""_21Ahn-"">20 inch Display</li></ul></div>"
1700214812-51,https://www.flipkart.com/search?q=desktop+computers&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&page=11,Fusion IT Assembled 2100 Core i5 (8 GB Unified/512 GB S...,https://www.flipkart.com/fusion-assembled-2100-core-i5-8-gb-unified-512-ssd-windows-11-home-18-5-inch-screen-assembled-system-ms-office/p/itma37b4ee168ee1?pid=AIOGMTGYR24UUVP6&lid=LSTAIOGMTGYR24UUVP6TBX0BL&marketplace=FLIPKART&q=desktop+computers&store=6bo%2Fnl4%2Figk&srno=s_11_430&otracker=search&otracker1=search&fm=organic&iid=321abb25-d4c0-4675-96df-c0522a65d67e.AIOGMTGYR24UUVP6.SEARCH&ppt=pp&ppn=pp&ssid=p4rstq3c6o0000001700214763899&qH=dd8c3f9e0ee58493,"Fusion IT Assembled 2100 Core i5 (8 GB Unified/512 GB SSD/Windows 11 Home/18.5 Inch Screen/Assembled System) with MS Office  (Black, 55 cm x 15 cm x 45 cm, 4 kg)",,"12,600",61% off,"CPU, Monitor, Kbd+Mouse, Wifi Dongle, Power Cable",https://rukminim2.flixcart.com/image/416/416/xif0q/allinone-desktop/y/o/b/fusion-it-system-assembld-original-imagms4g5knkkgw3.jpeg?q=70,https://rukminim2.flixcart.com/image/416/416/xif0q/allinone-desktop/y/o/b/fusion-it-system-assembld-original-imagms4g5knkkgw3.jpeg?q=70,"<div class=""_3a9CI2"">Highlights</div><div class=""_2418kt""><ul><li class=""_21Ahn-"">Windows 11 Home</li><li class=""_21Ahn-"">Intel Core i5</li><li class=""_21Ahn-"">RAM 8 GB Unified</li><li class=""_21Ahn-"">18.5 inch Display</li><li class=""_21Ahn-"">2013</li></ul></div>"
1700214816-52,https://www.flipkart.com/search?q=desktop+computers&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&page=11,TECH- Assemblers Intel Core i5 (8 GB DDR3/500 GB/120 GB...,https://www.flipkart.com/tech-assemblers-intel-core-i5-8-gb-ddr3-500-gb-120-ssd-windows-10-home-1-gb-22-inch-screen-entaic-i5-650-8gb-500-120-22led-ms-office/p/itm47d1fa4f8496d?pid=AIOGQRFAJH5GGZ3G&lid=LSTAIOGQRFAJH5GGZ3GLUW3CJ&marketplace=FLIPKART&q=desktop+computers&store=6bo%2Fnl4%2Figk&srno=s_11_429&otracker=search&otracker1=search&fm=organic&iid=321abb25-d4c0-4675-96df-c0522a65d67e.AIOGQRFAJH5GGZ3G.SEARCH&ppt=pp&ppn=pp&ssid=p4rstq3c6o0000001700214763899&qH=dd8c3f9e0ee58493,TECH- Assemblers Intel Core i5 (8 GB DDR3/500 GB/120 GB SSD/Windows 10 Home/1 GB/22 Inch Screen/ENTAIC-I5-650-8GB_500-120-22LED) with MS Office  (Black),,"16,499",65% off,"1 LED, 1 CPU, 1 KEYBOARD,1 MOUSE & POWER CABLE",https://rukminim2.flixcart.com/image/416/416/xif0q/allinone-desktop/1/7/b/entaic-i5-650-8gb-500-120-22led-tech-assemblers-original-imagqrfayphzfnzh.jpeg?q=70,https://rukminim2.flixcart.com/image/416/416/xif0q/allinone-desktop/1/7/b/entaic-i5-650-8gb-500-120-22led-tech-assemblers-original-imagqrfayphzfnzh.jpeg?q=70,"<div class=""_3a9CI2"">Highlights</div><div class=""_2418kt""><ul><li class=""_21Ahn-"">Windows 10 Home</li><li class=""_21Ahn-"">Intel Core i5</li><li class=""_21Ahn-"">HDD Capacity 500 GB</li><li class=""_21Ahn-"">RAM 8 GB DDR3</li><li class=""_21Ahn-"">22 inch Display</li></ul></div>"
1700214822-53,https://www.flipkart.com/search?q=desktop+computers&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&page=11,iball Intel Assembled Core i3 (8 GB DDR3/1 TB/Windows 1...,https://www.flipkart.com/iball-intel-assembled-core-i3-8-gb-ddr3-1-tb-windows-10-pro-15-4-inch-screen-pc-1/p/itm1570099229a9a?pid=AIOFNC73PH3NYRUN&lid=LSTAIOFNC73PH3NYRUNKLW9IF&marketplace=FLIPKART&q=desktop+computers&store=6bo%2Fnl4%2Figk&srno=s_11_428&otracker=search&otracker1=search&fm=organic&iid=321abb25-d4c0-4675-96df-c0522a65d67e.AIOFNC73PH3NYRUN.SEARCH&ppt=pp&ppn=pp&ssid=p4rstq3c6o0000001700214763899&qH=dd8c3f9e0ee58493,"iball Intel Assembled Core i3 (8 GB DDR3/1 TB/Windows 10 Pro/15.4 Inch Screen/pc 1)  (Red, Black)",3.5,"17,107",51% off,"cpu, moniter, keyboard, mouse, wifi adaptor",https://rukminim2.flixcart.com/image/416/416/k5wse4w0/allinone-desktop/3/h/y/iball-babypc1-original-imafnbtvpeczsmwv.jpeg?q=70,https://rukminim2.flixcart.com/image/416/416/k5wse4w0/allinone-desktop/3/h/y/iball-babypc1-original-imafnbtvpeczsmwv.jpeg?q=70,"<div class=""_3a9CI2"">Highlights</div><div class=""_2418kt""><ul><li class=""_21Ahn-"">Windows 10 Pro</li><li class=""_21Ahn-"">Intel Core i3</li><li class=""_21Ahn-"">HDD Capacity 1 TB</li><li class=""_21Ahn-"">RAM 8 GB DDR3</li><li class=""_21Ahn-"">15.4 inch Display</li></ul></div>"
1700214827-54,https://www.flipkart.com/search?q=desktop+computers&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&page=11,TECH- Assemblers Z Core i5 (8 GB DDR3/500 GB/Windows 10...,https://www.flipkart.com/tech-assemblers-z-core-i5-8-gb-ddr3-500-gb-windows-10-home-1-gb-17-inch-screen-online-study-pc/p/itm0ec820c7cd904?pid=AIOGR2B4MHPUMZFP&lid=LSTAIOGR2B4MHPUMZFPJ0D48C&marketplace=FLIPKART&q=desktop+computers&store=6bo%2Fnl4%2Figk&srno=s_11_427&otracker=search&otracker1=search&fm=organic&iid=321abb25-d4c0-4675-96df-c0522a65d67e.AIOGR2B4MHPUMZFP.SEARCH&ppt=pp&ppn=pp&ssid=p4rstq3c6o0000001700214763899&qH=dd8c3f9e0ee58493,"TECH- Assemblers Z Core i5 (8 GB DDR3/500 GB/Windows 10 Home/1 GB/17 Inch Screen/ONLINE STUDY PC)  (Black, 40 cm x 20 cm x 38 cm, 4 kg)",,"14,900",46% off,"MONITOR, CPU, POWER CABLE, KEYBOARD+MOUSE",https://rukminim2.flixcart.com/image/416/416/xif0q/allinone-desktop/v/h/0/online-study-pc-tech-assemblers-original-imagr2b4tywgjvax.jpeg?q=70,https://rukminim2.flixcart.com/image/416/416/xif0q/allinone-desktop/v/h/0/online-study-pc-tech-assemblers-original-imagr2b4tywgjvax.jpeg?q=70,"<div class=""_3a9CI2"">Highlights</div><div class=""_2418kt""><ul><li class=""_21Ahn-"">Windows 10 Home</li><li class=""_21Ahn-"">Intel Core i5</li><li class=""_21Ahn-"">HDD Capacity 500 GB</li><li class=""_21Ahn-"">RAM 8 GB DDR3</li><li class=""_21Ahn-"">17 inch Display</li></ul></div>"
1700214830-55,https://www.flipkart.com/search?q=desktop+computers&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&page=11,"HP HP 27"" Ryzen 5 (8 GB DDR4/512 GB SSD/Windows 11 Home...",https://www.flipkart.com/hp-27-ryzen-5-8-gb-ddr4-512-ssd-windows-11-home-27-inch-screen-27-cb0235in-all-in-one-pc/p/itm260416ec0154d?pid=AIOGRGYVAUBA3VD6&lid=LSTAIOGRGYVAUBA3VD64VAVPU&marketplace=FLIPKART&q=desktop+computers&store=6bo%2Fnl4%2Figk&srno=s_11_426&otracker=search&otracker1=search&fm=organic&iid=321abb25-d4c0-4675-96df-c0522a65d67e.AIOGRGYVAUBA3VD6.SEARCH&ppt=pp&ppn=pp&ssid=p4rstq3c6o0000001700214763899&qH=dd8c3f9e0ee58493,"HP HP 27"" Ryzen 5 (8 GB DDR4/512 GB SSD/Windows 11 Home/27 Inch Screen/27-cb0235in All-in-One PC)  (White, 475.8 mm x 612.6 mm x 208 mm, 12.96 Kg)",,"59,990",9% off,"All-in-One Desktop, Wireless Keyboard, Wireless Mouse, Power Adapter, User Manual",https://rukminim2.flixcart.com/image/416/416/xif0q/allinone-desktop/n/b/q/-original-imaguehfyvyzf3hc.jpeg?q=70,https://rukminim2.flixcart.com/image/416/416/xif0q/allinone-desktop/n/b/q/-original-imaguehfyvyzf3hc.jpeg?q=70,"<div class=""_3a9CI2"">Highlights</div><div class=""_2418kt""><ul><li class=""_21Ahn-"">Windows 11 Home</li><li class=""_21Ahn-"">AMD Ryzen 5</li><li class=""_21Ahn-"">RAM 8 GB DDR4</li><li class=""_21Ahn-"">27 Inch Display</li></ul></div>"
1700214834-56,https://www.flipkart.com/search?q=desktop+computers&otracker=search&otracker1=search&marketplace=FLIPKART&as-show=on&as=off&page=11,iball Ultra Slim 342 Core i7 (8 GB DDR3/1 TB/Windows 10...,https://www.flipkart.com/iball-ultra-slim-342-core-i7-8-gb-ddr3-1-tb-windows-10-pro-2-gb-18-5-inch-screen-8gb-wnds-iel-cre-i76b/p/itmea864a4acb852?pid=AIOFXWFCZKZNTKGE&lid=LSTAIOFXWFCZKZNTKGELO5GST&marketplace=FLIPKART&q=desktop+computers&store=6bo%2Fnl4%2Figk&srno=s_11_425&otracker=search&otracker1=search&fm=organic&iid=321abb25-d4c0-4675-96df-c0522a65d67e.AIOFXWFCZKZNTKGE.SEARCH&ppt=pp&ppn=pp&ssid=p4rstq3c6o0000001700214763899&qH=dd8c3f9e0ee58493,iball Ultra Slim 342 Core i7 (8 GB DDR3/1 TB/Windows 10 Pro/2 GB/18.5 Inch Screen/8GB|Wnds|Iel|Cre i76B)  (Multicolor),,"38,499",35% off,"1 Desktop, 1 mouse, 1 keyboard, 1 cpu",https://rukminim2.flixcart.com/image/416/416/ki0loy80-0/allinone-desktop/f/x/a/8-gb-windows-intel-core-i7-16-gb-iball-original-imafxwfcm9m3c543.jpeg?q=70,https://rukminim2.flixcart.com/image/416/416/ki0loy80-0/allinone-desktop/f/x/a/8-gb-windows-intel-core-i7-16-gb-iball-original-imafxwfcm9m3c543.jpeg?q=70,"<div class=""_3a9CI2"">Highlights</div><div class=""_2418kt""><ul><li class=""_21Ahn-"">Windows 10 Pro</li><li class=""_21Ahn-"">Intel Core i7</li><li class=""_21Ahn-"">HDD Capacity 1 TB</li><li class=""_21Ahn-"">RAM 8 GB DDR3</li><li class=""_21Ahn-"">18.5 inch Display</li></ul></div>"
