web-scraper-order,web-scraper-start-url,single,single-href,Title,Ratings,Price,Offers,picture1-src,picture2-src,About
1700217033-1,https://mkp.gem.gov.in/computers-desktop-computer/search#/?q[]=Desktop%20PC&page=20&_xhr=1,acer AMD Ryzen 3 4300G 8 GB/ 1000 GB HDD/ …,https://mkp.gem.gov.in/desktop-computers/ryzen-3-4300g-pro-500-win-11-home/p-5116877-96915566559-cat.html#variant_id=5116877-96915566559,"acer AMD Ryzen 3 4300G 8 GB/ 1000 GB HDD/ Windows 11 Home
          
               
        acerR
     
          
          (Veriton M200-P500)",4.5 - 5.0,"34,977.00",63%,https://assets-mkpbg.gem.gov.in/img/othe/6827336/4f/b6/dtmtchassi26l.png.fdd8ae4fb6.999x420x420.jpg,,"<h6><span>Product Details</span></h6>    <div id=""pricing_summary"" class=""pd-enabled clearfix  price-dekho-enabled"" data-ext-id=""6827336-86667966346-cat"" data-ext-type=""Desktop Computers"">
        <div class=""add-to-cart-price"">

          <div class=""our_price"">
            <label>Our Price:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,977.00</span></span></div>
              <div class=""discount_gola"">63%</div>

              <div class=""you_save"">
                <label>You Save:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>60,023.00</span>
                (63%)</span></div>
          


          <div class=""pdp-bn-comparison""><a title=""Price Trends""> Trends </a></div><div class=""extra-gola"">
            
          </div>
        </div>
          <div class=""pdp-qty-message"">
            <label> Price For :  </label>
            <label> 1 </label>
            <span> pieces </span>
          </div>

        <div class=""list_price strike"">
          <label>MRP/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>95,000.00</span></span>
        </div>
          <div class=""offer_price"">
            <label>Offer Price/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,977.00</span></span>
          </div>

</div>
  <div id=""in_stock"" class=""clearfix"">      <span class=""pdp-availability"">
        Availability:
          <strong class=""green""><i class=""fa fa-check-circle""></i>
            35
            In Stock
          </strong>
      </span>
</div>
  <div id=""consignee_data"" class=""clearfix"">
      <div class=""min_qty_msg "">
        <label>Min. Qty. Per Consignee:</label>
        <span class=""moq_data"">2</span>
      </div>
  </div>
    <div id=""offer_description"" class=""offer-description"" style=""display:none"">
</div>
  <div id=""product-id"">
    <div class=""product-id"">
            <label>Product id:</label>
      <span class=""item_sku"">5116877-96915566559</span>

    </div>
  </div>
  <div id=""oem_url""></div>
  <div id=""snippet_data"" class=""snippet_data"">        A desktop computer is a personal computer designed for regular use at a single location on or near a desk or table due to its size and power requirements. 
</div>
  <div class=""origin_country"">
    <label>Country Of Origin:</label>
      <span class=""origin_country_data"">India</span>
  </div>
    <div class=""mii_percentage"">
      <label>Local Content (MII):</label>
        <span class=""mii_percentage_data"">Not Declared</span>
    </div>
  <div id=""catalog-options"" class=""catalog-options cs _catalog_options clearfix out-of-stock-co cops-init"" data-cat-id=""5116877-96915566559-cat"" data-var-id=""5116877-96915566559"">
    </div>"
1700217037-2,https://mkp.gem.gov.in/computers-desktop-computer/search#/?q[]=Desktop%20PC&page=20&_xhr=1,acer AMD Ryzen 3 4300G 4 GB/ 1000 GB HDD/ …,https://mkp.gem.gov.in/desktop-computers/amd-ryzen-3-4300g-p500-win-10-pro/p-5116877-19583600095-cat.html#variant_id=5116877-19583600095,"acer AMD Ryzen 3 4300G 4 GB/ 1000 GB HDD/ Windows 10 Professional
          
               
        acerR
     
          
          (Veriton M200-P500)",4.5 - 5.0,"34,943.00",53%,https://assets-mkpbg.gem.gov.in/img/othe/6827336/ce/60/dtchassisgem1.png.1c3afcce60.999x420x420.jpg,,"<h6><span>Product Details</span></h6>    <div id=""pricing_summary"" class=""pd-enabled clearfix  price-dekho-enabled"" data-ext-id=""6827336-5380069006-cat"" data-ext-type=""Desktop Computers"">
        <div class=""add-to-cart-price"">

          <div class=""our_price"">
            <label>Our Price:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,943.00</span></span></div>
              <div class=""discount_gola"">53%</div>

              <div class=""you_save"">
                <label>You Save:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>40,057.00</span>
                (53%)</span></div>
          


          <div class=""pdp-bn-comparison""><a title=""Price Trends""> Trends </a></div><div class=""extra-gola"">
            
          </div>
        </div>
          <div class=""pdp-qty-message"">
            <label> Price For :  </label>
            <label> 1 </label>
            <span> pieces </span>
          </div>

        <div class=""list_price strike"">
          <label>MRP/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>75,000.00</span></span>
        </div>
          <div class=""offer_price"">
            <label>Offer Price/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,943.00</span></span>
          </div>

</div>
  <div id=""in_stock"" class=""clearfix"">      <span class=""pdp-availability"">
        Availability:
          <strong class=""green""><i class=""fa fa-check-circle""></i>
            82
            In Stock
          </strong>
      </span>
</div>
  <div id=""consignee_data"" class=""clearfix"">
      <div class=""min_qty_msg "">
        <label>Min. Qty. Per Consignee:</label>
        <span class=""moq_data"">1</span>
      </div>
  </div>
    <div id=""offer_description"" class=""offer-description"" style=""display:none"">
</div>
  <div id=""product-id"">
    <div class=""product-id"">
            <label>Product id:</label>
      <span class=""item_sku"">5116877-19583600095</span>

    </div>
  </div>
  <div id=""oem_url""></div>
  <div id=""snippet_data"" class=""snippet_data"">        A desktop computer is a personal computer designed for regular use at a single location on or near a desk or table due to its size and power requirements. 
</div>
  <div class=""origin_country"">
    <label>Country Of Origin:</label>
      <span class=""origin_country_data"">India</span>
  </div>
    <div class=""mii_percentage"">
      <label>Local Content (MII):</label>
        <span class=""mii_percentage_data"">Not Declared</span>
    </div>
  <div id=""catalog-options"" class=""catalog-options cs _catalog_options clearfix out-of-stock-co cops-init"" data-cat-id=""5116877-19583600095-cat"" data-var-id=""5116877-19583600095"">
    </div>"
1700217041-3,https://mkp.gem.gov.in/computers-desktop-computer/search#/?q[]=Desktop%20PC&page=20&_xhr=1,acer Intel Core i3 12100 8 GB/ 0 GB HDD/ …,https://mkp.gem.gov.in/desktop-computers/core-i3-12100-h610-win-11-home-8gb/p-5116877-95936864272-cat.html#variant_id=5116877-95936864272,"acer Intel Core i3 12100 8 GB/ 0 GB HDD/ Windows 11 Home
          
               
        acerR
     
          
          (Veriton M200-H610)",4.5 - 5.0,"34,955.00",63%,https://assets-mkpbg.gem.gov.in/img/othe/6827336/4f/b6/dtmtchassi26l.png.fdd8ae4fb6.999x420x420.jpg,,"<h6><span>Product Details</span></h6>    <div id=""pricing_summary"" class=""pd-enabled clearfix  price-dekho-enabled"" data-ext-id=""6827336-7970955185-cat"" data-ext-type=""Desktop Computers"">
        <div class=""add-to-cart-price"">

          <div class=""our_price"">
            <label>Our Price:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,955.00</span></span></div>
              <div class=""discount_gola"">63%</div>

              <div class=""you_save"">
                <label>You Save:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>60,045.00</span>
                (63%)</span></div>
          


          <div class=""pdp-bn-comparison""><a title=""Price Trends""> Trends </a></div><div class=""extra-gola"">
            
          </div>
        </div>
          <div class=""pdp-qty-message"">
            <label> Price For :  </label>
            <label> 1 </label>
            <span> pieces </span>
          </div>

        <div class=""list_price strike"">
          <label>MRP/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>95,000.00</span></span>
        </div>
          <div class=""offer_price"">
            <label>Offer Price/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,955.00</span></span>
          </div>

</div>
  <div id=""in_stock"" class=""clearfix"">      <span class=""pdp-availability"">
        Availability:
          <strong class=""green""><i class=""fa fa-check-circle""></i>
            39
            In Stock
          </strong>
      </span>
</div>
  <div id=""consignee_data"" class=""clearfix"">
      <div class=""min_qty_msg "">
        <label>Min. Qty. Per Consignee:</label>
        <span class=""moq_data"">1</span>
      </div>
  </div>
    <div id=""offer_description"" class=""offer-description"" style=""display:none"">
</div>
  <div id=""product-id"">
    <div class=""product-id"">
            <label>Product id:</label>
      <span class=""item_sku"">5116877-95936864272</span>

    </div>
  </div>
  <div id=""oem_url""></div>
  <div id=""snippet_data"" class=""snippet_data"">        A desktop computer is a personal computer designed for regular use at a single location on or near a desk or table due to its size and power requirements. 
</div>
  <div class=""origin_country"">
    <label>Country Of Origin:</label>
      <span class=""origin_country_data"">India</span>
  </div>
    <div class=""mii_percentage"">
      <label>Local Content (MII):</label>
        <span class=""mii_percentage_data"">Not Declared</span>
    </div>
  <div id=""catalog-options"" class=""catalog-options cs _catalog_options clearfix out-of-stock-co cops-init"" data-cat-id=""5116877-95936864272-cat"" data-var-id=""5116877-95936864272"">
    </div>"
1700217045-4,https://mkp.gem.gov.in/computers-desktop-computer/search#/?q[]=Desktop%20PC&page=20&_xhr=1,acer AMD Ryzen 3 4300G 8 GB/ 1000 GB HDD/ …,https://mkp.gem.gov.in/desktop-computers/ryzen-3-4300g-pro-500-win-10-pro/p-5116877-89469847062-cat.html#variant_id=5116877-89469847062,"acer AMD Ryzen 3 4300G 8 GB/ 1000 GB HDD/ Windows 10 Professional
          
               
        acerR
     
          
          (Veriton M200-P500)",4.0 - 4.49,"34,945.00",63%,https://assets-mkpbg.gem.gov.in/img/othe/6827336/4f/b6/dtmtchassi26l.png.fdd8ae4fb6.999x420x420.jpg,,"<h6><span>Product Details</span></h6>    <div id=""pricing_summary"" class=""pd-enabled clearfix  price-dekho-enabled"" data-ext-id=""6827336-65873638653-cat"" data-ext-type=""Desktop Computers"">
        <div class=""add-to-cart-price"">

          <div class=""our_price"">
            <label>Our Price:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,945.00</span></span></div>
              <div class=""discount_gola"">63%</div>

              <div class=""you_save"">
                <label>You Save:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>60,055.00</span>
                (63%)</span></div>
          


          <div class=""pdp-bn-comparison""><a title=""Price Trends""> Trends </a></div><div class=""extra-gola"">
            
          </div>
        </div>
          <div class=""pdp-qty-message"">
            <label> Price For :  </label>
            <label> 1 </label>
            <span> pieces </span>
          </div>

        <div class=""list_price strike"">
          <label>MRP/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>95,000.00</span></span>
        </div>
          <div class=""offer_price"">
            <label>Offer Price/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,945.00</span></span>
          </div>

</div>
  <div id=""in_stock"" class=""clearfix"">      <span class=""pdp-availability"">
        Availability:
          <strong class=""green""><i class=""fa fa-check-circle""></i>
            299
            In Stock
          </strong>
      </span>
</div>
  <div id=""consignee_data"" class=""clearfix"">
      <div class=""min_qty_msg "">
        <label>Min. Qty. Per Consignee:</label>
        <span class=""moq_data"">1</span>
      </div>
  </div>
    <div id=""offer_description"" class=""offer-description"" style=""display:none"">
</div>
  <div id=""product-id"">
    <div class=""product-id"">
            <label>Product id:</label>
      <span class=""item_sku"">5116877-89469847062</span>

    </div>
  </div>
  <div id=""oem_url""></div>
  <div id=""snippet_data"" class=""snippet_data"">        A desktop computer is a personal computer designed for regular use at a single location on or near a desk or table due to its size and power requirements. 
</div>
  <div class=""origin_country"">
    <label>Country Of Origin:</label>
      <span class=""origin_country_data"">India</span>
  </div>
    <div class=""mii_percentage"">
      <label>Local Content (MII):</label>
        <span class=""mii_percentage_data"">Not Declared</span>
    </div>
  <div id=""catalog-options"" class=""catalog-options cs _catalog_options clearfix out-of-stock-co cops-init"" data-cat-id=""5116877-89469847062-cat"" data-var-id=""5116877-89469847062"">
    </div>"
1700217049-5,https://mkp.gem.gov.in/computers-desktop-computer/search#/?q[]=Desktop%20PC&page=20&_xhr=1,acer AMD Ryzen 3 4300G 8 GB/ 0 GB HDD/ …,https://mkp.gem.gov.in/desktop-computers/ryzen-3-4300g-pro-500-win-11-home/p-5116877-71087292741-cat.html#variant_id=5116877-71087292741,"acer AMD Ryzen 3 4300G 8 GB/ 0 GB HDD/ Windows 11 Home
          
               
        acerR
     
          
          (Veriton M200-P500)",4.0 - 4.49,"34,955.00",63%,https://assets-mkpbg.gem.gov.in/img/othe/6827336/4f/b6/dtmtchassi26l.png.fdd8ae4fb6.999x420x420.jpg,,"<h6><span>Product Details</span></h6>    <div id=""pricing_summary"" class=""pd-enabled clearfix  price-dekho-enabled"" data-ext-id=""6827336-95821398669-cat"" data-ext-type=""Desktop Computers"">
        <div class=""add-to-cart-price"">

          <div class=""our_price"">
            <label>Our Price:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,955.00</span></span></div>
              <div class=""discount_gola"">63%</div>

              <div class=""you_save"">
                <label>You Save:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>60,045.00</span>
                (63%)</span></div>
          


          <div class=""pdp-bn-comparison""><a title=""Price Trends""> Trends </a></div><div class=""extra-gola"">
            
          </div>
        </div>
          <div class=""pdp-qty-message"">
            <label> Price For :  </label>
            <label> 1 </label>
            <span> pieces </span>
          </div>

        <div class=""list_price strike"">
          <label>MRP/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>95,000.00</span></span>
        </div>
          <div class=""offer_price"">
            <label>Offer Price/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,955.00</span></span>
          </div>

</div>
  <div id=""in_stock"" class=""clearfix"">      <span class=""pdp-availability"">
        Availability:
          <strong class=""green""><i class=""fa fa-check-circle""></i>
            299
            In Stock
          </strong>
      </span>
</div>
  <div id=""consignee_data"" class=""clearfix"">
      <div class=""min_qty_msg "">
        <label>Min. Qty. Per Consignee:</label>
        <span class=""moq_data"">1</span>
      </div>
  </div>
    <div id=""offer_description"" class=""offer-description"" style=""display:none"">
</div>
  <div id=""product-id"">
    <div class=""product-id"">
            <label>Product id:</label>
      <span class=""item_sku"">5116877-71087292741</span>

    </div>
  </div>
  <div id=""oem_url""></div>
  <div id=""snippet_data"" class=""snippet_data"">        A desktop computer is a personal computer designed for regular use at a single location on or near a desk or table due to its size and power requirements. 
</div>
  <div class=""origin_country"">
    <label>Country Of Origin:</label>
      <span class=""origin_country_data"">India</span>
  </div>
    <div class=""mii_percentage"">
      <label>Local Content (MII):</label>
        <span class=""mii_percentage_data"">Not Declared</span>
    </div>
  <div id=""catalog-options"" class=""catalog-options cs _catalog_options clearfix out-of-stock-co cops-init"" data-cat-id=""5116877-71087292741-cat"" data-var-id=""5116877-71087292741"">
    </div>"
1700217053-6,https://mkp.gem.gov.in/computers-desktop-computer/search#/?q[]=Desktop%20PC&page=20&_xhr=1,acer Intel Core i3 10105 16 GB/ 0 GB HDD/ …,https://mkp.gem.gov.in/desktop-computers/core-i3-10105-h510-win-10-pro-16/p-5116877-15768134429-cat.html#variant_id=5116877-15768134429,"acer Intel Core i3 10105 16 GB/ 0 GB HDD/ Windows 10 Professional
          
               
        acerR
     
          
          (Veriton M200-H510)",4.5 - 5.0,"34,981.00",63%,https://assets-mkpbg.gem.gov.in/img/othe/6827336/ce/60/dtchassisgem1.png.1c3afcce60.999x420x420.jpg,,"<h6><span>Product Details</span></h6>    <div id=""pricing_summary"" class=""pd-enabled clearfix  price-dekho-enabled"" data-ext-id=""6827336-66889989994-cat"" data-ext-type=""Desktop Computers"">
        <div class=""add-to-cart-price"">

          <div class=""our_price"">
            <label>Our Price:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,981.00</span></span></div>
              <div class=""discount_gola"">63%</div>

              <div class=""you_save"">
                <label>You Save:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>60,019.00</span>
                (63%)</span></div>
          


          <div class=""pdp-bn-comparison""><a title=""Price Trends""> Trends </a></div><div class=""extra-gola"">
            
          </div>
        </div>
          <div class=""pdp-qty-message"">
            <label> Price For :  </label>
            <label> 1 </label>
            <span> pieces </span>
          </div>

        <div class=""list_price strike"">
          <label>MRP/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>95,000.00</span></span>
        </div>
          <div class=""offer_price"">
            <label>Offer Price/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,981.00</span></span>
          </div>

</div>
  <div id=""in_stock"" class=""clearfix"">      <span class=""pdp-availability"">
        Availability:
          <strong class=""green""><i class=""fa fa-check-circle""></i>
            95
            In Stock
          </strong>
      </span>
</div>
  <div id=""consignee_data"" class=""clearfix"">
      <div class=""min_qty_msg "">
        <label>Min. Qty. Per Consignee:</label>
        <span class=""moq_data"">1</span>
      </div>
  </div>
    <div id=""offer_description"" class=""offer-description"" style=""display:none"">
</div>
  <div id=""product-id"">
    <div class=""product-id"">
            <label>Product id:</label>
      <span class=""item_sku"">5116877-15768134429</span>

    </div>
  </div>
  <div id=""oem_url""></div>
  <div id=""snippet_data"" class=""snippet_data"">        A desktop computer is a personal computer designed for regular use at a single location on or near a desk or table due to its size and power requirements. 
</div>
  <div class=""origin_country"">
    <label>Country Of Origin:</label>
      <span class=""origin_country_data"">India</span>
  </div>
    <div class=""mii_percentage"">
      <label>Local Content (MII):</label>
        <span class=""mii_percentage_data"">Not Declared</span>
    </div>
  <div id=""catalog-options"" class=""catalog-options cs _catalog_options clearfix out-of-stock-co cops-init"" data-cat-id=""5116877-15768134429-cat"" data-var-id=""5116877-15768134429"">
    </div>"
1700217056-7,https://mkp.gem.gov.in/computers-desktop-computer/search#/?q[]=Desktop%20PC&page=20&_xhr=1,acer Intel Core i3 10105 8 GB/ 1000 GB HDD/ …,https://mkp.gem.gov.in/desktop-computers/core-i3-10105-h510-win-10-pro-8/p-5116877-51710720841-cat.html#variant_id=5116877-51710720841,"acer Intel Core i3 10105 8 GB/ 1000 GB HDD/ Windows 10 Professional
          
               
        acerR
     
          
          (Veriton M200-H510)",4.5 - 5.0,"34,981.00",53%,https://assets-mkpbg.gem.gov.in/img/othe/6827336/ce/60/dtchassisgem1.png.1c3afcce60.999x420x420.jpg,,"<h6><span>Product Details</span></h6>    <div id=""pricing_summary"" class=""pd-enabled clearfix  price-dekho-enabled"" data-ext-id=""6827336-16800594471-cat"" data-ext-type=""Desktop Computers"">
        <div class=""add-to-cart-price"">

          <div class=""our_price"">
            <label>Our Price:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,981.00</span></span></div>
              <div class=""discount_gola"">53%</div>

              <div class=""you_save"">
                <label>You Save:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>40,019.00</span>
                (53%)</span></div>
          


          <div class=""pdp-bn-comparison""><a title=""Price Trends""> Trends </a></div><div class=""extra-gola"">
            
          </div>
        </div>
          <div class=""pdp-qty-message"">
            <label> Price For :  </label>
            <label> 1 </label>
            <span> pieces </span>
          </div>

        <div class=""list_price strike"">
          <label>MRP/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>75,000.00</span></span>
        </div>
          <div class=""offer_price"">
            <label>Offer Price/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,981.00</span></span>
          </div>

</div>
  <div id=""in_stock"" class=""clearfix"">      <span class=""pdp-availability"">
        Availability:
          <strong class=""green""><i class=""fa fa-check-circle""></i>
            95
            In Stock
          </strong>
      </span>
</div>
  <div id=""consignee_data"" class=""clearfix"">
      <div class=""min_qty_msg "">
        <label>Min. Qty. Per Consignee:</label>
        <span class=""moq_data"">1</span>
      </div>
  </div>
    <div id=""offer_description"" class=""offer-description"" style=""display:none"">
</div>
  <div id=""product-id"">
    <div class=""product-id"">
            <label>Product id:</label>
      <span class=""item_sku"">5116877-51710720841</span>

    </div>
  </div>
  <div id=""oem_url""></div>
  <div id=""snippet_data"" class=""snippet_data"">        A desktop computer is a personal computer designed for regular use at a single location on or near a desk or table due to its size and power requirements. 
</div>
  <div class=""origin_country"">
    <label>Country Of Origin:</label>
      <span class=""origin_country_data"">India</span>
  </div>
    <div class=""mii_percentage"">
      <label>Local Content (MII):</label>
        <span class=""mii_percentage_data"">21%</span>
    </div>
  <div id=""catalog-options"" class=""catalog-options cs _catalog_options clearfix out-of-stock-co cops-init"" data-cat-id=""5116877-51710720841-cat"" data-var-id=""5116877-51710720841"">
    </div>"
1700217059-8,https://mkp.gem.gov.in/computers-desktop-computer/search#/?q[]=Desktop%20PC&page=20&_xhr=1,acer Intel Core i3 10105 8 GB/ 1000 GB HDD/ …,https://mkp.gem.gov.in/desktop-computers/core-i3-10105-h510-win-10-pro-8gb/p-5116877-19047471737-cat.html#variant_id=5116877-19047471737,"acer Intel Core i3 10105 8 GB/ 1000 GB HDD/ Windows 10 Professional
          
               
        acerR
     
          
          (VERITON M200 –H510)",4.5 - 5.0,"34,979.00",68%,https://assets-mkpbg.gem.gov.in/img/othe/6827336/4f/b6/dtmtchassi26l.png.fdd8ae4fb6.999x420x420.jpg,,"<h6><span>Product Details</span></h6>    <div id=""pricing_summary"" class=""pd-enabled clearfix  price-dekho-enabled"" data-ext-id=""6827336-63421730850-cat"" data-ext-type=""Desktop Computers"">
        <div class=""add-to-cart-price"">

          <div class=""our_price"">
            <label>Our Price:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,979.00</span></span></div>
              <div class=""discount_gola"">68%</div>

              <div class=""you_save"">
                <label>You Save:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>75,021.00</span>
                (68%)</span></div>
          


          <div class=""pdp-bn-comparison""><a title=""Price Trends""> Trends </a></div><div class=""extra-gola"">
            
          </div>
        </div>
          <div class=""pdp-qty-message"">
            <label> Price For :  </label>
            <label> 1 </label>
            <span> pieces </span>
          </div>

        <div class=""list_price strike"">
          <label>MRP/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>110,000.00</span></span>
        </div>
          <div class=""offer_price"">
            <label>Offer Price/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,979.00</span></span>
          </div>

</div>
  <div id=""in_stock"" class=""clearfix"">      <span class=""pdp-availability"">
        Availability:
          <strong class=""green""><i class=""fa fa-check-circle""></i>
            95
            In Stock
          </strong>
      </span>
</div>
  <div id=""consignee_data"" class=""clearfix"">
      <div class=""min_qty_msg "">
        <label>Min. Qty. Per Consignee:</label>
        <span class=""moq_data"">1</span>
      </div>
  </div>
    <div id=""offer_description"" class=""offer-description"" style=""display:none"">
</div>
  <div id=""product-id"">
    <div class=""product-id"">
            <label>Product id:</label>
      <span class=""item_sku"">5116877-19047471737</span>

    </div>
  </div>
  <div id=""oem_url""></div>
  <div id=""snippet_data"" class=""snippet_data"">        - 
</div>
  <div class=""origin_country"">
    <label>Country Of Origin:</label>
      <span class=""origin_country_data"">India</span>
  </div>
    <div class=""mii_percentage"">
      <label>Local Content (MII):</label>
        <span class=""mii_percentage_data"">Not Declared</span>
    </div>
  <div id=""catalog-options"" class=""catalog-options cs _catalog_options clearfix out-of-stock-co cops-init"" data-cat-id=""5116877-19047471737-cat"" data-var-id=""5116877-19047471737"">
    </div>"
1700217062-9,https://mkp.gem.gov.in/computers-desktop-computer/search#/?q[]=Desktop%20PC&page=20&_xhr=1,VOLTRIQ Intel Core i3 12100 8 GB/ 0 GB HDD/ …,https://mkp.gem.gov.in/desktop-computers/voltriq/p-5116877-50164875383-cat.html#variant_id=5116877-50164875383,"VOLTRIQ Intel Core i3 12100 8 GB/ 0 GB HDD/ Windows 11 Home
          
               
        VOLTRIQR
     
          
          (VI300)",4.0 - 4.49,"34,972.00",54%,https://assets-mkpbg.gem.gov.in/img/othe/6408256/cf/d0/4.jpg.81a73ccfd0.999x420x420.jpg,,"<h6><span>Product Details</span></h6>    <div id=""pricing_summary"" class=""pd-enabled clearfix  price-dekho-enabled"" data-ext-id=""6408256-30890099622-cat"" data-ext-type=""Desktop Computers"">
        <div class=""add-to-cart-price"">

          <div class=""our_price"">
            <label>Our Price:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,972.00</span></span></div>
              <div class=""discount_gola"">54%</div>

              <div class=""you_save"">
                <label>You Save:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>40,928.00</span>
                (54%)</span></div>
          


          <div class=""pdp-bn-comparison""><a title=""Price Trends""> Trends </a></div><div class=""extra-gola"">
            
          </div>
        </div>
          <div class=""pdp-qty-message"">
            <label> Price For :  </label>
            <label> 1 </label>
            <span> pieces </span>
          </div>

        <div class=""list_price strike"">
          <label>MRP/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>75,900.00</span></span>
        </div>
          <div class=""offer_price"">
            <label>Offer Price/Unit:</label><span> <span class=""m-w""><span class=""m-c c-inr"">?</span>34,972.00</span></span>
          </div>

</div>
  <div id=""in_stock"" class=""clearfix"">      <span class=""pdp-availability"">
        Availability:
          <strong class=""green""><i class=""fa fa-check-circle""></i>
            999
            In Stock
          </strong>
      </span>
</div>
  <div id=""consignee_data"" class=""clearfix"">
      <div class=""min_qty_msg "">
        <label>Min. Qty. Per Consignee:</label>
        <span class=""moq_data"">1</span>
      </div>
  </div>
    <div id=""offer_description"" class=""offer-description"" style=""display:none"">
</div>
  <div id=""product-id"">
    <div class=""product-id"">
            <label>Product id:</label>
      <span class=""item_sku"">5116877-50164875383</span>

    </div>
  </div>
  <div id=""oem_url""></div>
  <div id=""snippet_data"" class=""snippet_data"">        - 
</div>
  <div class=""origin_country"">
    <label>Country Of Origin:</label>
      <span class=""origin_country_data"">India</span>
  </div>
    <div class=""mii_percentage"">
      <label>Local Content (MII):</label>
        <span class=""mii_percentage_data"">60%</span>
    </div>
  <div id=""catalog-options"" class=""catalog-options cs _catalog_options clearfix out-of-stock-co cops-init"" data-cat-id=""5116877-50164875383-cat"" data-var-id=""5116877-50164875383"">
    </div>"
