web-scraper-order,web-scraper-start-url,single,single-href,Title,Ratings,Price,Offers,Box,picture1-src,picture2-src,picture3-src,About
1700205599-139,https://www.amazon.in/s?k=desktop+computers&page=11&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"(Refurbished) Dell Optiplex High Performance Desktop Computer (Intel Core i5 3470/ 16 GB RAM/ 256 GB SSD/ Windows 10 Pro/ MS Office/ Intel HD Graphics/ USB/ Ethernet/WiFi), Black",https://www.amazon.in/Dell-Optiplex-Performance-Computer-Graphics/dp/B09V5JJB5Y/ref=sr_1_170?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700205539&sprefix=%2Caps%2C265&sr=8-170,"(Refurbished) Dell Optiplex High Performance Desktop Computer (Intel Core i5 3470/ 16 GB RAM/ 256 GB SSD/ Windows 10 Pro/ MS Office/ Intel HD Graphics/ USB/ Ethernet/WiFi), Black",3.4,"11,800",-86%,mouse,https://m.media-amazon.com/images/I/31HuAqxwBKL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Fast Processing: The Intel core i5 3470 2.9 GHz processor along with 6 MB Cache and integrated Intel graphics provide fast processing, making it a powerhorse for most tasking needs. Enjoy High Business Class performance in this Desktop Computer PC.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Efficient Performance: It has 16 GB DDR3 RAM with expandable slots, Audio In/Out Jacks, 256 GB SSD for fast processing and efficient performance, suitable for work, office or school.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Robust Security: Dell Optiplex Business Class Desktop offers secure, scalable and robust architecture with limitless expansion possibilities.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Multiple Ports: Comes with a variety of ports for all possible needs, USB, parallel, serial connectors, VGA, esata, display port, keyboard, mouse connector, PCI express X16, RAM slots and internal SSD slots.It also comes pre installed with Windows 10 Pro and MS Office 19. Wifi Dongle included  </span></li>"
1700205605-140,https://www.amazon.in/s?k=desktop+computers&page=11&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"(Refurbished) HP Prodesk 600 G1 Desktop Computer Pc (Intel Core I3-4Th Gen,8 Gb Ram,512 Gb Ssd,Windows 10,Ms Office,Intel Hd Graphics,Usb,Wifi)Black",https://www.amazon.in/Renewed-HP-ProDesk-Desktop-Computer/dp/B0BMXD95D3/ref=sr_1_169?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700205539&sprefix=%2Caps%2C265&sr=8-169,"(Refurbished) HP Prodesk 600 G1 Desktop Computer Pc (Intel Core I3-4Th Gen,8 Gb Ram,512 Gb Ssd,Windows 10,Ms Office,Intel Hd Graphics,Usb,Wifi)Black",3.4,"9,994",-89%,,https://m.media-amazon.com/images/I/31tjqrbYchL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> HP ProDesk High Performance mini PC Secure, Scalable and Robust Architecture with limitless expansion possibilities. This desktop computer has features like Intel Core i3 processor with 3.1 GHz, 8 GB RAM, 512 GB SSD making it the perfect mini desktop pc to carry out all tasks in one place.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> It comes preinstalled with Windows 10 and MS Office.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Comes with a variety of ports for all possible needs,USB 3.0,VGA,LAN Port, audio in/out port. WiFi dongle included.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Enjoy Business Class performance with Intel Core i3-4160T 3.1 GHz Processor.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> 6 Month Extendable PAN India Warranty. Experience hassle free ownership, with PAN India comprehensive warranty covering component,labor and shipping (If required). Extend your warranty upto 2+ years, for extending warranty reach out to us  </span></li>"
1700205610-141,https://www.amazon.in/s?k=desktop+computers&page=11&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"SYNTRONIC Desktop Pc Computer (Core i5 6th gen, 8 GB RAM, 512gb M.2 SSD, Win 11 Pro, WiFi, USB 3.0, Type C,VGA, HDMI), Full Metal Body,Black",https://www.amazon.in/SYNTRONIC-Desktop-Computer-i5-512gb/dp/B0CBKN38PN/ref=sr_1_168?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700205539&sprefix=%2Caps%2C265&sr=8-168,"SYNTRONIC Desktop Pc Computer (Core i5 6th gen, 8 GB RAM, 512gb M.2 SSD, Win 11 Pro, WiFi, USB 3.0, Type C,VGA, HDMI), Full Metal Body,Black",4,"15,499",-69%,,https://m.media-amazon.com/images/I/41pCmnn4hnL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Processor:- Core i5 6th Gen Processor  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> 8GB DDR4 RAM (Expandable upto 32GB ) | Storage: 512 GB M.2 SSD (Expandable SATA SLOTS)  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Total:- 6 USB PORTS + 1 TYPE C PORT. 2*USB 2.0 Ports + 2*USB 3.0 Ports (Rear), 1*USB 2.0 ports (front)+ 1*USB 3.0 ports (front), 1 PCI Express Port to install Graphic Card, Front Audio, HDMI Port  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> FULL METALLIC BODY VERY ROBUST BUILT QUALITY WITH SUPER SPPED. 2 YEARS WARRANTY  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Operating System: Pre-loaded Windows 11 | In the box: Desktop, Power Cable  </span></li>"
1700205615-142,https://www.amazon.in/s?k=desktop+computers&page=11&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,Cyntexia Computer Desktop Pc Core i5-2400 || 8GB RAM || 120GB SSD || 1TB HDD || HDMI || VGA || Ethernet || N-vidia 2GB DDR3 710 || Basic Software Installed,https://www.amazon.in/Cyntexia-Computer-I5-2400-Software-Installed/dp/B07P8CL4SF/ref=sr_1_167?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700205539&sprefix=%2Caps%2C265&sr=8-167,Cyntexia Computer Desktop Pc Core i5-2400 || 8GB RAM || 120GB SSD || 1TB HDD || HDMI || VGA || Ethernet || N-vidia 2GB DDR3 710 || Basic Software Installed,4.3,"17,699",-49%,,https://m.media-amazon.com/images/I/61xQrgU2GsL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Core i5 - 2400 (3.1 Ghz) (4 Cores, 6MB SmartCache) With H61 / B75 Chipset MotherBoard (2nd Generation) + 8GB DDR3 RAM (2 x 4) With 120GB SSD + 1TB HDD And 2GB DDR3 Graphic Card (N-Vidia 710)  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> USB at Back : 6 USB 2.0, at Front : 1 USB2.0, with VGA and HDMI Montior Port, 1 RJ45 Ethernet Port 10/100 Mbps, Front USB 3.0 is Optional Depends Upon the Interface of Board, 1 Audio Jack (3-1).  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> OnBoard Interface : 3 SATA II Port, 1 Front Panel Connector. Expansion Slot : 1 PCI Express X16 Slot.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Operating System (Win10) and Basic Software (Drivers, MS office, Google Chrome, VLC Player and More) are installed.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Just Plug and Start (Only Trial Version Software, Not Licensed)  </span></li>"
1700205620-143,https://www.amazon.in/s?k=desktop+computers&page=11&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"Computer Desktop Pc (Core I5 4Th Gen 500 Gb Hdd 128 Gb Ssd)Windows,Intel,Black",https://www.amazon.in/Computer-Desktop-core-4th-gen/dp/B0BW61Q5MJ/ref=sr_1_166?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700205539&sprefix=%2Caps%2C265&sr=8-166,"Computer Desktop Pc (Core I5 4Th Gen 500 Gb Hdd 128 Gb Ssd)Windows,Intel,Black",2.6,"9,490",-53%,,https://m.media-amazon.com/images/I/51am4Gm2ubL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Usb  </span></li>"
1700205630-144,https://www.amazon.in/s?k=desktop+computers&page=11&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"ASUS AiO A5 Series, 23.8"" (60.45cm) FHD Touch, Intel Core i5-1340P, All-in-One Desktop (16GB/512GB SSD/Win11/Office 21/1Year McAfee Security/Wireless Keyboard & Mouse/Black/8.9 kg), A5402WVAT-BA007WS",https://www.amazon.in/ASUS-i5-1340P-Security-Wireless-A5402WVAT-BA007WS/dp/B0C7VHGKBL/ref=sr_1_165?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700205539&sprefix=%2Caps%2C265&sr=8-165,"ASUS AiO A5 Series, 23.8"" (60.45cm) FHD Touch, Intel Core i5-1340P, All-in-One Desktop (16GB/512GB SSD/Win11/Office 21/1Year McAfee Security/Wireless Keyboard & Mouse/Black/8.9 kg), A5402WVAT-BA007WS",5,"93,990",-15%,Keybord,https://m.media-amazon.com/images/I/81GiVugABmL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Processor: Intel Core i5-1340P Processor 1.9GHz(12M Cache, up to 2.2 GHz, 12 cores)  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Memory: 16GB DDR4 SO-DIMM 3200MHz RAM with | Storage: 512GB M.2 NVMe PCIe 4.0 SSD  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Display: 23.8"" (60.45 cm), TouchScreen - FHD (1920 x 1080) 16:9, Wide view, Anti-glare display, 250nits, sRGB: 100%, Screen-to-body ratio: 88%  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Graphics: Integrated Intel UHD graphics  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Operating System: Pre-installed Windows 11 Home with Lifetime Validity | Software: Pre-installed MS Office Home &amp; Student 2021 with Lifetime Validity  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Audio: Built-in array microphone | Built-in&nbsp;speakers  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Accessory included: Wireless grey keyboard | Wireless optical mouse  </span></li>"
1700205634-145,https://www.amazon.in/s?k=desktop+computers&page=11&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"ASUS AiO A3 Series, 21.45"" (54.48 cm) FHD, Intel Core i3-1215U 12th Gen, All-in-One Desktop (8GB/512GB SSD/Win11/Office 21/McAfee 1Year/Wireless Keyboard & Mouse/Black/4.84 kg), A3202WBAK-BA004WS",https://www.amazon.in/ASUS-i3-1215U-Wireless-Keyboard-A3202WBAK-BA004WS/dp/B0BMFMQ2SP/ref=sr_1_164?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700205539&sprefix=%2Caps%2C265&sr=8-164,"ASUS AiO A3 Series, 21.45"" (54.48 cm) FHD, Intel Core i3-1215U 12th Gen, All-in-One Desktop (8GB/512GB SSD/Win11/Office 21/McAfee 1Year/Wireless Keyboard & Mouse/Black/4.84 kg), A3202WBAK-BA004WS",4.4,"42,990",-33%,"AIO Desktop, Power Adaptor, User Manuals, Warranty Documents, Wireless Grey keyboard, Wireless optical mouse",https://m.media-amazon.com/images/I/715nFW6Kc5L.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Processor: 12th Gen Intel Core i3-1215U, 1.2 GHz Base Speed, 10MB Cache, Up to 4.4 GHz Max Turbo Speed, 6 cores  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Memory: 8GB DDR4 SO-DIMM 3200MHz RAM with | Storage: 512GB M.2 NVMe PCIe 3.0 SSD,  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Display: 21.45"" (54.48 cm) , FHD (1920 x 1080) 16:9, Wide view, Anti-glare display, LED Backlit, 250nits, sRGB: 100%, Screen-to-body ratio: 86%  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Graphics: Integrated Intel UHD graphics  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Operating System: Pre-installed Windows 11 Home with Lifetime Validity | Software: Pre-installed MS Office Home &amp; Student 2021 with Lifetime Validity  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Audio: Built-in microphone | 3W x 2 Built-in speakers | SonicMaster  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Accessory included: Wireless grey keyboard | Wireless optical mouse  </span></li>"
1700205639-146,https://www.amazon.in/s?k=desktop+computers&page=11&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,Cyntexia Computer Desktop PC (Core i7-2600 || 08GB RAM || 480GB SSD || HDMI || VGA || Ethernet || N-vidia 2GB DDR3 710 GPU) Basic Software Installed (Black),https://www.amazon.in/Cyntexia-Computer-08GB-480GB-Installed/dp/B0BMPKZK9J/ref=sr_1_163?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700205539&sprefix=%2Caps%2C265&sr=8-163,Cyntexia Computer Desktop PC (Core i7-2600 || 08GB RAM || 480GB SSD || HDMI || VGA || Ethernet || N-vidia 2GB DDR3 710 GPU) Basic Software Installed (Black),4.3,"20,099",-35%,,https://m.media-amazon.com/images/I/61xQrgU2GsL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Core i7 - 2600 (3.4 Ghz) (4 Cores, 8MB SmartCache) With H61 / B75 Chipset MotherBoard (2nd Generation) + 8GB DDR3 RAM (2 x 4) With 480GB SSD + N-vidia 710 2GB DDR3 GPU  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> USB at Back : 6 USB 2.0, at Front : 2 USB2.0, with VGA and HDMI Montior Port, 1 RJ45 Ethernet Port 10/100 Mbps, 1 Audio Jack (3-1).  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> OnBoard Interface : 4 SATA II Port, 1 Front Panel Connector. Expansion Slot : 1 PCI Express X16 Slot.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Operating System (Win10) and Basic Software (Drivers, MS office, Google Chrome, VLC Player and More) are installed.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Just Plug and Start (Only Trial Version Software, Not Licensed )  </span></li>"
1700205648-147,https://www.amazon.in/s?k=desktop+computers&page=10&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"DEVIANT T95 Plus Mini PC Box with RK3566 CPU, 8GB RAM, 64GB ROM,4K @60fps HDMI Output,Android 11.0, Dual Band WiFi, Bluetooth 4.0 & Voice Support",https://www.amazon.in/DEVIANT-RK3566-Android-Bluetooth-Support/dp/B0C6SXDFF1/ref=sr_1_162?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700205638&sprefix=%2Caps%2C265&sr=8-162,"DEVIANT T95 Plus Mini PC Box with RK3566 CPU, 8GB RAM, 64GB ROM,4K @60fps HDMI Output,Android 11.0, Dual Band WiFi, Bluetooth 4.0 & Voice Support",,"7,999",-20%,,https://m.media-amazon.com/images/I/51+Kw-KrMRL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> POWERFUL PROCESSOR &amp; STUNNING VISUALS: Experience lightning-fast performance with the RK3566 Quad-core 64-bit Cortex-A55 processor (1.8GHz) and immerse yourself in captivating visuals with the Mali-G52-2EE GPU!  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> AMPLE STORAGE &amp; LAG-FREE PERFORMANCE: Store your favorite media with ease using the generous 64GB flash memory and enjoy a seamless user experience with the 8GB RAM!  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> CRYSTAL-CLEAR 4K VIEWING &amp; SEAMLESS CONNECTIVITY: Delight in breathtaking visuals with 4K resolution at 60fps via HDMI 2.0 and connect external devices easily with the Universal Serial Bus 2.0 and high-speed USB 3.0 ports!  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> DUAL WIFI &amp; BLUETOOTH: Enjoy uninterrupted streaming with dual-band 2.4GHz and 5GHz Wi-Fi and stay connected with Bluetooth 4.0 to easily connect to compatible devices!  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> USER-FRIENDLY INTERFACE &amp; ENDLESS POSSIBILITIES: Experience a smooth interface with Android 11.0, access a vast app library and upgrade your viewing experience to explore new realms of entertainment!  </span></li>"
1700205653-148,https://www.amazon.in/s?k=desktop+computers&page=10&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"SYNTRONIC Desktop Pc Computer (Core i3 6th gen 3.1ghz, 16 GB RAM, 256gb M.2 SSD, Win 11 Pro, WiFi, USB 3.0, Type C,VGA, HDMI), Full Metal Body,Black",https://www.amazon.in/SYNTRONIC-Desktop-Computer-i3-3-1ghz/dp/B0CBKM5KFH/ref=sr_1_161?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700205638&sprefix=%2Caps%2C265&sr=8-161,"SYNTRONIC Desktop Pc Computer (Core i3 6th gen 3.1ghz, 16 GB RAM, 256gb M.2 SSD, Win 11 Pro, WiFi, USB 3.0, Type C,VGA, HDMI), Full Metal Body,Black",5,"13,499",-55%,,https://m.media-amazon.com/images/I/41pCmnn4hnL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Processor:-Core i3 6th Gen Processor, 3.1GHz  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> 16GB DDR4 RAM (Expandable upto 32GB ) | Storage: 256 GB M.2 SSD (Expandable SATA SLOTS)  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Total:- 6 USB PORTS + 1 TYPE C PORT. 2*USB 2.0 Ports + 2*USB 3.0 Ports (Rear), 1*USB 2.0 ports (front)+ 1*USB 3.0 ports (front), 1 PCI Express Port to install Graphic Card, Front Audio, HDMI Port  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> FULL METALLIC BODY VERY ROBUST BUILT QUALITY WITH SUPER SPPED. 2 YEARS WARRANTY  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Operating System: Pre-loaded Windows 11 | In the box: Desktop, Power Cable  </span></li>"
1700205658-149,https://www.amazon.in/s?k=desktop+computers&page=10&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"(Refurbished) HP Z230 High Performance Quad-Core Desktop Computer PC (Intel Xeon E3-1271, 8 GB RAM, 256 GB SSD, Intel HD + NVIDIA Quadro K620 Graphics, Windows 10 Pro, MS Office)",https://www.amazon.in/Refurbished-HP-Performance-Quad-Core-Computer/dp/B0CK5SFT81/ref=sr_1_160?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700205638&sprefix=%2Caps%2C265&sr=8-160,"(Refurbished) HP Z230 High Performance Quad-Core Desktop Computer PC (Intel Xeon E3-1271, 8 GB RAM, 256 GB SSD, Intel HD + NVIDIA Quadro K620 Graphics, Windows 10 Pro, MS Office)",3.5,"12,999",-86%,mouse,https://m.media-amazon.com/images/I/51BNidRzx+L.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> This Renewed product is tested to work and look like new with minimal to no signs of wear &amp; tear; the product comes with relevant accessories and is backed by a minimum six month seller warranty; box may be generic  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Boost Your Workstation Performance: With Intel Xeon E3-1271 v3 3.6 GHz up to 4 GHz with Intel Turbo Boost processor along with 8 MB Cache and integrated Intel graphics,Unleash lightning-fast processing power for your demanding tasks Experience seamless multitasking and rapid data handling with this Xeon processor.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Robust Security: HP Workstation Desktop computer offers secure, scalable and robust architecture with limitless expansion possibilities.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Efficient Performance: It has 8 GB RAM with expandable slots, 256 GB SSD along with integrated Intel HD Graphics and NVIDIA Quadro K620 Graphics Card for Fast Processing and efficient performance.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Mutltiple Ports: Comes with a variety of ports for all possible needs, USB, parallel, serial connectors, DP, esata, keyboard, mouse connector, PCI express X16. It also comes pre installed with Windows 10 Pro and MS Office (Trial Version).  </span></li>"
1700205667-150,https://www.amazon.in/s?k=desktop+computers&page=10&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,Cyntexia Computer Desktop Office PC Core i5-2400 / 04GB RAM / 240GB SSD/HDMI/VGA/Ethernet/Basic Software Installed (Black),https://www.amazon.in/Cyntexia-Computer-Desktop-Software-Installed/dp/B09QGSWZZ7/ref=sr_1_159?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700205638&sprefix=%2Caps%2C265&sr=8-159,Cyntexia Computer Desktop Office PC Core i5-2400 / 04GB RAM / 240GB SSD/HDMI/VGA/Ethernet/Basic Software Installed (Black),4,"10,599",-55%,Desktop Tower,https://m.media-amazon.com/images/I/61so0LtKNVL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Core i5 - 2400 (3.1 Ghz) (4 Cores, 6MB SmartCache) With H61 / B75 Chipset MotherBoard (2nd Generation) + 4GB DDR3 RAM (1 x 4) With 240GB SSD  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> USB at Back : 6 USB 2.0, at Front : 2 USB2.0, with VGA and HDMI Montior Port, 1 RJ45 Ethernet Port 10/100 Mbps, 1 Audio Jack (3-1).  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> OnBoard Interface : 4 SATA II Port, 1 Front Panel Connector. Expansion Slot : 1 PCI Express X16 Slot  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Operating System (Win10) and Basic Software (Drivers, MS office, Google Chrome, VLC Player and More) are installed. Just Plug and Start (Only Trial Version Software, Not Licensed )  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Cyntexia Customer Care  </span></li>"
1700205672-151,https://www.amazon.in/s?k=desktop+computers&page=10&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,BitFry Core i5 Complete Desktop PC for Home & Business (Core i5 2nd Generation || 8GB RAM || 1TB HDD || 18.5 Inch Screen),https://www.amazon.in/BitFry-Complete-Desktop-Business-Generation/dp/B0C4XQ4W94/ref=sr_1_158?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700205638&sprefix=%2Caps%2C265&sr=8-158,BitFry Core i5 Complete Desktop PC for Home & Business (Core i5 2nd Generation || 8GB RAM || 1TB HDD || 18.5 Inch Screen),4.3,"16,500",-45%,"CPU Unit, Led 18.5 Inch, Wired Keybord, Wired Mouse",https://m.media-amazon.com/images/I/71snht4ZY+L.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Core i5 High Speed Processor - Select From Varient  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> H61 Motherboard Having 6 usb Ports at back Side and 2 On Front side, VGA &amp; HDMI Port, Lan &amp; Sound Jack. USB Wifi Dongle Separately Provided.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> DDR3 1600 Mhz RAM / High Speed nVME SSD / Sata HDD Select From Varients  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Windows 10 Pro 64 Bit Activated &amp; Utility Software Like Word, Excel, PP (Trial)  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> 18.5 Inch Led Screen With Wired Keyboard &amp; Mouse, USB Wifi, No DVD  </span></li>"
1700205682-152,https://www.amazon.in/s?k=desktop+computers&page=10&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"(Refurbished) HP EliteDesk 800 G2 Mini PC (Intel Core i5 6th gen, 8 GB DDR4 RAM, 256 GB SSD, Windows 11, WiFi, MS Office|Intel HD Graphics|USB, Ethernet,DP), Black",https://www.amazon.in/Renewed-HP-EliteDesk-Graphics-Ethernet/dp/B0B4NN3CD3/ref=sr_1_157?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700205638&sprefix=%2Caps%2C265&sr=8-157,"(Refurbished) HP EliteDesk 800 G2 Mini PC (Intel Core i5 6th gen, 8 GB DDR4 RAM, 256 GB SSD, Windows 11, WiFi, MS Office|Intel HD Graphics|USB, Ethernet,DP), Black",3.4,"11,389",-62%,,https://m.media-amazon.com/images/I/51tXHX5ycmL.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> HP EliteDesk 800 Business Class Mini PC Secure, Scalable and Robust Architecture with limitless expansion possibilities. This desktop computer has features like Intel i5 6th gen processor with 2.5 GHz up to 3.1 GHz with Intel Turbo Boost Technology , 8 GB DDR4 RAM, 256 GB SSD making it the perfect mini desktop pc to carry out all tasks in one place  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> The Intel core i5 6500T 2.5 GHz processor along with 6 MB Cache and integrated Intel graphics provide fast processing, making it a powerhorse for most tasking needs. Enjoy High End Business Class performance with Core I5 6500T, upto 3.1 GHz turbo boost.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> It comes pre installed with Windows 11 and MS Office 19.; Comes with a variety of ports for all possible needs, USB 2.0, USB 3.0,DP, VGA Port, audio in/out port. WiFi dongle included.  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> 6 Month Extendable Pan India Warranty. Experience hassle free ownership, with out Pan India comprehensive warranty covering component,labor and shipping (If required). Extend your warranty upto 2+ years, for extending warranty reach out to us on - .  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Hardware Platform: Windowswindowswindows; Cellular Technology: 5g; Hardware Interface: Usb3.0  </span></li>"
1700205686-153,https://www.amazon.in/s?k=desktop+computers&page=10&crid=1QPBJ9EOX9220&qid=1700201738&sprefix=%2Caps%2C265&ref=sr_pg_2,"Lenovo IdeaCentre AIO 3 Intel Core i7-13620H 27"" FHD IPS 3-Side Edgeless All-in-One Desktop with Alexa Built-in (16GB/1 TB SSD/Win11/5.0 MP + IR Camera/Wireless Keyboard & Mouse), F0GJ00URIN",https://www.amazon.in/Lenovo-IdeaCentre-i7-13620H-Edgeless-F0GJ00URIN/dp/B0CJCJC5PT/ref=sr_1_156?crid=1QPBJ9EOX9220&keywords=desktop+computers&qid=1700205638&sprefix=%2Caps%2C265&sr=8-156,"Lenovo IdeaCentre AIO 3 Intel Core i7-13620H 27"" FHD IPS 3-Side Edgeless All-in-One Desktop with Alexa Built-in (16GB/1 TB SSD/Win11/5.0 MP + IR Camera/Wireless Keyboard & Mouse), F0GJ00URIN",,"74,990",-20%,All In One (AIO),https://m.media-amazon.com/images/I/61WuYJrBs7L.jpg,,,"<li class=""a-spacing-mini""><span class=""a-list-item""> Processor: Intel Core i7-13620H | Speed: 4.9Ghz, E-Core upto 3.6Ghz | 10 Cores | 16 Threads | 24MB Cache  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> OS: Pre-Loaded Windows 11 Home with Lifetime Validity  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Memory and Storage: 16GB DDR4-3200 RAM | Storage: 1TB SSD || Graphics: Integrated Intel UHD Graphics  </span></li>  <li class=""a-spacing-mini""><span class=""a-list-item""> Display: 27-inch Full HD (1920x1080) | Brightness: 250 nits | IPS Display | Anti Glare  </span></li>"
